Id,LotArea,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,GarageAge,HouseAge,Total_area,Has_fireplace,Total_Bath,price,MSZoning,Alley,LotShape,LandContour,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,FireplaceQu,GarageType,GarageFinish,PavedDrive,PoolQC,Fence,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars
289,9819,1967,1967,450,882,900,0,900,280,0,0,40.0,43,11030.0,0,1,122000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,20,5,5,0,1,0,3,5,0,1
290,8730,1915,2003,0,698,698,698,1396,384,0,0,4.0,92,10510.0,0,1,153575,RL,No value,Reg,Lvl,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,Unf,Ex,Y,FuseA,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,70,6,7,0,1,0,3,7,0,1
291,15611,2006,2006,0,1079,1079,840,1919,685,0,51,0.0,0,18215.0,1,3,233230,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,New,Partial,60,8,5,0,2,1,3,8,1,2
292,5687,1912,2000,210,780,936,780,1716,0,0,184,,96,7403.0,0,2,135900,RL,Grvl,Reg,Bnk,2fmCon,2Story,Gable,VinylSd,VinylSd,None,TA,PConc,TA,Fa,No,Rec,Ex,N,SBrkr,Fa,No value,No value,No value,N,No value,No value,WD,Normal,190,5,6,1,2,0,6,9,0,0
293,11409,1949,2008,292,768,1148,568,1716,281,0,0,60.0,60,13406.0,1,2,131000,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,LwQ,Gd,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,No value,WD,Normal,50,5,4,0,1,1,3,8,1,1
294,16659,1977,1994,795,795,1468,795,2263,539,0,250,29.0,29,19495.0,1,3,235000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,TA,CBlock,TA,TA,No,ALQ,Fa,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,No value,WD,Normal,60,7,7,1,2,1,3,9,1,2
295,9600,1953,1953,1285,1416,1644,0,1644,418,110,0,56.0,56,11900.0,1,1,167000,RL,No value,Reg,Lvl,1Fam,1Story,Hip,HdBoard,HdBoard,Stone,TA,CBlock,TA,TA,No,GLQ,TA,Y,SBrkr,TA,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,20,6,5,1,1,0,3,7,2,2
296,7937,1984,1984,819,1003,1003,0,1003,588,120,0,22.0,22,9528.0,0,1,142500,RL,No value,IR1,Lvl,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,CBlock,TA,TA,Av,GLQ,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,GdPrv,WD,Normal,80,6,6,1,1,0,3,6,0,2
297,13710,1950,1950,420,910,910,648,1558,282,289,0,57.0,57,15550.0,0,2,152000,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,BLQ,TA,Y,FuseA,TA,No value,Attchd,Unf,Y,No value,MnPrv,WD,Normal,50,5,5,0,1,1,4,6,0,1
298,7399,1997,1998,649,975,975,975,1950,576,0,10,10.0,10,11525.0,1,3,239000,FV,Pave,IR1,Lvl,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,BLQ,Ex,Y,SBrkr,Gd,TA,Detchd,RFn,Y,No value,No value,WD,Normal,60,7,5,0,2,1,3,7,1,2
299,11700,1968,1968,384,702,1041,702,1743,539,224,0,39.0,39,14347.0,1,3,175000,RL,No value,Reg,Lvl,1Fam,2Story,Mansard,HdBoard,AsphShn,BrkFace,Gd,CBlock,TA,TA,No,ALQ,Gd,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,No value,WD,Normal,60,6,6,0,1,2,3,7,1,2
300,14000,1950,2004,0,1092,1152,0,1152,300,0,36,59.0,59,15452.0,1,1,158500,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,Unf,Y,No value,GdPrv,WD,other,20,6,8,0,1,0,3,6,1,1
301,15750,1953,1953,841,1165,1336,0,1336,375,0,0,53.0,53,17517.0,1,1,157000,RL,No value,Reg,Lvl,2fmCon,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,Mn,BLQ,TA,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,No value,WD,Normal,190,5,5,1,1,0,2,5,2,1
302,16226,1998,1999,281,1028,1210,1242,2452,683,208,50,9.0,9,19361.0,1,3,267000,RL,No value,IR3,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,TA,BuiltIn,Fin,Y,No value,No value,WD,Normal,60,8,5,0,2,1,4,9,1,2
303,13704,2001,2002,0,1541,1541,0,1541,843,468,81,5.0,5,16238.0,1,2,205000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,5,0,2,0,3,6,1,3
304,9800,1972,1972,894,894,894,0,894,552,256,0,31.0,34,11246.0,0,1,149900,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,PConc,TA,TA,No,ALQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,GdWo,WD,Abnorml,20,5,7,1,1,0,3,5,0,2
305,18386,1880,2002,0,1470,1675,1818,3493,870,302,0,5.0,128,22749.0,1,3,295000,RM,No value,Reg,Lvl,1Fam,2.5Fin,Gable,CemntBd,CmentBd,None,TA,BrkTil,TA,TA,No,Unf,Ex,Y,SBrkr,Gd,Ex,Attchd,Unf,Y,No value,No value,WD,Normal,75,7,9,0,3,0,3,10,1,3
306,10386,2004,2005,1464,2000,2000,0,2000,888,168,0,3.0,3,13520.0,0,2,305900,RL,No value,Reg,Lvl,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,Fin,Y,No value,No value,WD,Normal,20,8,5,1,2,0,3,8,0,3
307,13474,1990,1991,700,700,1122,1121,2243,746,127,44,17.0,17,16709.0,1,3,225000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,HdBoard,Plywood,BrkFace,Gd,CBlock,Gd,TA,No,ALQ,Gd,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,No value,WD,Normal,60,7,5,1,2,1,4,8,1,3
308,7920,1920,1950,0,319,1035,371,1406,0,0,144,,88,9326.0,0,1,89500,RM,Grvl,IR1,Lvl,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,Unf,TA,Y,FuseA,Fa,No value,No value,No value,N,No value,MnPrv,WD,Normal,50,6,7,0,1,0,3,6,0,0
309,12342,1940,1950,262,861,861,0,861,539,158,0,48.0,69,13742.0,0,1,82500,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,BLQ,Ex,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,30,4,5,0,1,0,1,4,0,2
310,12378,2003,2004,1274,1896,1944,0,1944,708,208,175,3.0,3,15030.0,1,2,360000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Ex,TA,Gd,GLQ,Ex,Y,SBrkr,Ex,Ex,Attchd,Fin,Y,No value,No value,WD,Normal,20,9,5,1,2,0,3,8,3,3
311,7685,1993,1994,518,697,697,804,1501,420,190,63,13.0,13,9718.0,1,3,165600,RL,No value,IR1,Lvl,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,TA,No,ALQ,Gd,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,No value,WD,Normal,60,6,5,0,2,1,3,6,1,2
312,8000,1948,2002,680,972,972,0,972,240,0,0,61.0,61,9212.0,1,1,132000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,20,6,6,1,1,0,2,5,1,1
313,7800,1939,1950,507,793,793,325,1118,410,0,0,67.0,67,9328.0,1,1,119900,RM,No value,Reg,Lvl,2fmCon,1.5Fin,Gable,MetalSd,MetalSd,None,TA,CBlock,Gd,TA,Mn,Rec,TA,Y,SBrkr,TA,Gd,Detchd,Unf,Y,No value,MnPrv,WD,Normal,190,5,7,1,1,0,3,5,1,2
314,215245,1965,1965,1236,2136,2036,0,2036,513,0,0,44.0,44,217794.0,1,2,375000,RL,No value,IR3,Low,1Fam,1Story,Hip,BrkFace,BrkFace,None,TA,CBlock,Gd,TA,Gd,ALQ,TA,Y,SBrkr,TA,Gd,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,5,2,2,0,3,8,2,2
315,9600,1925,1990,16,728,832,809,1641,546,0,0,81.0,81,11787.0,1,2,178000,RM,Grvl,Reg,Lvl,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,Gd,No,LwQ,Ex,Y,SBrkr,Ex,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,70,7,7,0,1,1,3,6,1,2
316,7795,2004,2005,425,716,716,716,1432,432,100,51,5.0,5,9659.0,1,3,188500,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,60,7,5,1,2,1,3,6,1,2
317,13005,1980,1980,692,845,1153,1200,2353,484,288,195,26.0,29,16120.0,1,3,260000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,CemntBd,CmentBd,BrkFace,Gd,CBlock,Gd,TA,No,GLQ,TA,Y,SBrkr,Ex,TA,Attchd,RFn,Y,No value,GdPrv,WD,Normal,60,7,7,1,2,1,4,10,1,2
318,9000,2006,2006,0,1088,1088,871,1959,1025,208,46,1.0,1,11984.0,1,3,270000,FV,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,WD,Normal,60,8,5,0,2,1,3,8,1,3
319,9900,1993,1993,987,1347,1372,1274,2646,656,340,60,16.0,16,13458.0,1,3,260000,RL,No value,Reg,Low,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,No value,WD,Normal,60,7,5,1,2,1,4,9,1,3
320,14115,1980,1980,1036,1372,1472,0,1472,588,233,48,29.0,29,16400.0,1,2,187500,RL,No value,Reg,Lvl,1Fam,SLvl,Gable,Plywood,Plywood,BrkFace,TA,CBlock,Gd,TA,Av,GLQ,TA,Y,SBrkr,TA,TA,Attchd,Unf,Y,No value,No value,WD,Normal,80,7,5,1,2,0,3,6,2,2
321,16259,2006,2006,0,1249,1249,1347,2596,840,240,154,0.0,0,20065.0,0,4,342643,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,TA,PConc,Ex,Gd,Av,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,New,Partial,60,9,5,0,3,1,4,9,0,3
322,12099,2004,2004,970,1136,1136,1332,2468,872,184,154,3.0,3,15827.0,1,3,354000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Gd,BuiltIn,Fin,Y,No value,No value,WD,Normal,60,8,5,1,2,1,4,10,1,3
323,10380,1986,1987,28,1502,1553,1177,2730,576,201,96,20.0,21,13858.0,1,3,301000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,Gd,CBlock,TA,TA,Gd,LwQ,Ex,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,MnPrv,WD,Normal,60,7,5,1,2,1,4,8,1,2
324,5820,1955,2005,256,1162,1163,0,1163,220,142,98,51.0,51,7203.0,0,1,126175,RM,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,20,3,8,1,1,0,3,6,0,1
325,11275,1967,2007,0,710,1898,1080,2978,564,240,0,49.0,43,15117.0,1,3,242000,RL,No value,Reg,Lvl,1Fam,SLvl,Mansard,Wd Sdng,Wd Sdng,BrkFace,Gd,CBlock,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,BuiltIn,Fin,Y,No value,No value,WD,Normal,80,7,7,0,2,1,5,11,1,2
326,5000,1941,1950,116,720,803,0,803,360,0,0,66.0,66,6163.0,0,1,87000,RM,No value,Reg,Lvl,1Fam,1.5Unf,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,Av,BLQ,Po,N,FuseF,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,45,5,6,0,1,0,2,5,0,2
327,10846,1993,1993,1619,1719,1719,0,1719,473,122,30,15.0,15,13038.0,1,2,324000,RL,No value,IR1,Lvl,TwnhsE,1Story,Gable,BrkFace,BrkFace,None,Gd,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,Con,Normal,120,8,5,2,1,1,1,6,2,2
328,11600,1960,1960,565,1383,1383,0,1383,292,0,45,46.0,46,13450.0,0,2,145250,RL,No value,Reg,Lvl,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,6,5,0,1,1,3,7,0,1
329,11888,1916,1994,0,844,1445,689,2134,441,0,60,79.0,93,14463.0,0,2,214500,RL,Pave,IR1,Bnk,1Fam,2.5Unf,Gable,Wd Sdng,Wd Shng,None,TA,BrkTil,TA,TA,No,Unf,Gd,N,FuseA,Gd,No value,Detchd,Unf,Y,No value,No value,WD,Normal,75,6,6,0,2,0,5,10,0,2
330,6402,1920,1950,0,596,596,596,1192,189,0,0,89.0,89,7783.0,0,1,78000,RM,No value,Reg,Lvl,1Fam,2Story,Gable,Wd Sdng,Wd Shng,None,TA,PConc,TA,TA,Mn,Unf,TA,N,SBrkr,TA,No value,Detchd,Unf,N,No value,GdWo,WD,Normal,70,5,5,0,1,0,3,6,0,1
331,10624,1964,1964,40,1728,1728,0,1728,352,155,0,5.0,43,12788.0,0,2,119000,RL,No value,IR1,Lvl,Duplex,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,GLQ,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,90,5,4,0,2,0,6,10,0,1
332,8176,1958,1992,846,1056,1056,0,1056,308,0,0,49.0,49,9540.0,0,1,139000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,Rec,Fa,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,5,6,1,1,0,3,6,0,1
334,8198,2004,2004,720,1358,1358,0,1358,484,192,30,4.0,4,10186.0,1,2,207000,RM,No value,Reg,Lvl,TwnhsE,1Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,WD,Normal,120,7,5,1,2,0,2,6,1,2
335,9042,1998,1998,828,943,943,695,1638,472,100,38,10.0,10,11152.0,1,3,192000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,Gd,GLQ,Gd,Y,SBrkr,TA,TA,Attchd,Fin,Y,No value,No value,WD,Normal,60,6,5,1,2,1,3,7,2,2
336,164660,1965,1965,1249,1499,1619,167,1786,529,670,0,43.0,43,166975.0,1,2,228950,RL,No value,IR1,HLS,2fmCon,1.5Fin,Gable,Plywood,Plywood,None,TA,CBlock,TA,TA,Gd,ALQ,Ex,Y,SBrkr,TA,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,190,5,6,2,2,0,3,7,2,2
337,14157,2005,2006,1249,1922,1922,0,1922,676,178,51,2.0,2,16955.0,1,2,377426,RL,No value,IR1,HLS,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,20,9,5,1,2,0,3,8,1,3
338,9135,2002,2003,810,1536,1536,0,1536,532,192,74,6.0,6,11316.0,0,2,214000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,5,1,2,0,3,7,0,2
339,14145,1984,1998,213,1208,1621,0,1621,440,108,45,22.0,22,16206.0,0,2,202500,RL,No value,Reg,Lvl,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,Gd,CBlock,Gd,TA,Mn,ALQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,7,1,2,0,3,8,0,2
340,12400,1958,1998,585,1215,1215,0,1215,297,0,0,51.0,51,14088.0,0,1,155000,RL,No value,IR1,Lvl,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,Fa,No,Rec,TA,Y,FuseA,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,20,6,7,0,1,0,3,6,0,1
341,14191,2002,2002,0,967,993,915,1908,431,135,0,8.0,8,16530.0,0,3,202900,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,Fin,Y,No value,No value,WD,Normal,60,8,5,0,2,1,4,9,0,2
342,8400,1950,1950,0,721,841,0,841,294,250,0,59.0,59,9535.0,0,1,82000,RH,No value,Reg,Lvl,1Fam,1Story,Gable,Wd Sdng,AsbShng,None,Fa,CBlock,TA,Fa,No,Unf,Gd,Y,SBrkr,TA,No value,CarPort,Unf,N,No value,No value,WD,Normal,20,4,4,0,1,0,2,4,0,1
343,8544,1949,1950,0,0,1040,0,1040,400,0,0,57.0,57,10324.0,0,2,87500,RL,No value,Reg,Lvl,Duplex,1Story,Gable,Stucco,Stucco,BrkFace,TA,Slab,No value,No value,No value,No value,Fa,N,FuseA,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,90,3,4,0,2,0,2,6,0,2
344,8849,2005,2005,28,1684,1684,0,1684,564,495,72,3.0,3,11713.0,1,2,266000,RL,No value,IR1,Lvl,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Ex,Ex,Attchd,RFn,Y,No value,No value,WD,Normal,120,9,5,0,2,0,2,6,1,2
345,2592,1976,1976,129,536,536,576,1112,336,182,0,34.0,34,4040.0,0,2,85000,RM,No value,Reg,Lvl,TwnhsE,2Story,Gable,CemntBd,CmentBd,None,TA,CBlock,Gd,TA,No,Rec,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,160,5,3,0,1,1,3,4,0,1
346,6435,1939,1950,0,972,972,605,1577,312,0,0,67.0,67,8324.0,1,1,140200,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,Unf,Gd,Y,SBrkr,Fa,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,50,6,5,0,1,0,3,6,1,1
347,12772,1960,1998,498,958,958,0,958,301,0,0,47.0,47,14031.0,0,1,151500,RL,No value,IR1,Lvl,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,CBlock,TA,TA,Mn,BLQ,TA,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,6,8,0,1,0,2,5,0,1
348,17600,1960,1960,1270,1478,1478,0,1478,498,0,40,49.0,49,19606.0,1,2,157500,RL,No value,IR1,Lvl,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,No,BLQ,Ex,Y,FuseA,TA,Gd,Attchd,Unf,Y,No value,No value,WD,Normal,20,6,5,1,2,0,3,6,2,2
349,2448,2003,2004,573,764,764,862,1626,474,0,27,5.0,5,4654.0,0,3,154000,RL,No value,Reg,Lvl,Twnhs,2Story,Gable,VinylSd,Wd Shng,Stone,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,BuiltIn,RFn,Y,No value,No value,WD,Normal,160,7,5,1,2,1,2,6,0,2
350,20431,2005,2006,1410,1848,1848,880,2728,706,0,0,0.0,1,24735.0,1,3,437154,RL,No value,IR2,Lvl,1Fam,2Story,Hip,CemntBd,CmentBd,BrkFace,Ex,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Ex,Ex,Attchd,Fin,Y,No value,No value,New,Partial,60,9,5,1,2,1,4,10,2,3
351,7820,2007,2007,0,1869,1869,0,1869,617,210,54,0.0,0,10668.0,1,2,318061,RL,No value,IR1,Lvl,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,PConc,Ex,TA,No,Unf,Ex,Y,SBrkr,Ex,Gd,Attchd,RFn,Y,No value,No value,New,Partial,120,9,5,0,2,0,2,6,1,2
352,5271,1986,1986,1082,1453,1453,0,1453,445,0,80,20.0,20,7169.0,1,2,190000,RL,No value,IR1,Low,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,PConc,Gd,TA,Gd,GLQ,Gd,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,No value,WD,Abnorml,120,7,5,1,1,1,2,6,1,2
353,9084,1941,1950,236,616,616,495,1111,200,48,0,67.0,67,10395.0,0,1,95000,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,Fa,Mn,LwQ,TA,N,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,ConLw,Normal,50,5,6,0,1,0,3,5,0,1
354,8520,1928,2003,0,624,720,0,720,484,106,0,5.0,82,9724.0,0,1,105900,RM,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,BrkTil,TA,TA,No,Unf,Gd,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,30,6,8,0,1,0,2,5,0,2
355,8400,1940,2000,388,940,1192,403,1595,240,0,0,66.0,66,10235.0,1,1,140000,RL,No value,Reg,Bnk,1Fam,1.5Fin,Gable,Wd Sdng,MetalSd,None,TA,CBlock,TA,TA,No,LwQ,Ex,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,No value,WD,Normal,50,6,5,0,1,0,2,6,2,1
356,11249,1995,1995,334,1200,1200,0,1200,521,0,26,12.0,12,12970.0,0,2,177500,RL,No value,IR2,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,Gd,No,ALQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,6,5,1,2,0,3,6,0,2
357,9248,1992,1992,560,1158,1167,0,1167,400,120,26,17.0,17,10921.0,0,2,173000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,TA,No,GLQ,Gd,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,6,6,1,2,0,3,6,0,2
358,4224,1976,1976,874,1142,1142,0,1142,528,536,90,31.0,31,5894.0,1,2,134000,RM,No value,Reg,Lvl,TwnhsE,1Story,Gable,CemntBd,CmentBd,None,TA,PConc,Gd,TA,No,ALQ,TA,Y,SBrkr,TA,Po,Attchd,Fin,Y,No value,MnPrv,WD,Normal,120,5,5,1,1,1,3,6,1,2
359,6930,1958,1958,300,1062,1352,0,1352,288,168,0,48.0,48,8690.0,0,1,130000,RL,No value,IR1,Lvl,1Fam,SLvl,Hip,Wd Sdng,ImStucc,BrkFace,TA,CBlock,TA,TA,Av,BLQ,Ex,Y,FuseF,Gd,No value,BuiltIn,Unf,Y,No value,No value,WD,Abnorml,80,5,4,0,1,0,3,6,0,1
360,12011,1998,1998,956,1086,1086,838,1924,592,208,75,8.0,8,15057.0,1,3,280000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,No value,WD,Normal,60,8,5,1,2,1,3,7,1,2
361,7540,1978,1978,773,888,912,0,912,470,0,0,29.0,29,8922.0,1,1,156000,RL,No value,IR1,Lvl,1Fam,SFoyer,Gable,VinylSd,VinylSd,None,TA,CBlock,Gd,TA,Av,GLQ,Ex,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,MnPrv,WD,Normal,85,6,6,1,1,0,2,5,1,2
362,9144,1940,1982,399,883,988,517,1505,240,0,0,68.0,68,10889.0,0,1,145000,RL,Pave,Reg,Lvl,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,TA,No value,Detchd,Unf,N,No value,No value,WD,Normal,50,5,5,1,1,0,3,8,0,1
363,7301,2003,2003,0,0,495,1427,1922,672,0,0,6.0,6,10395.0,1,3,198500,RL,No value,Reg,Lvl,1Fam,SFoyer,Gable,HdBoard,HdBoard,BrkFace,Gd,Slab,No value,No value,No value,No value,Ex,Y,SBrkr,Gd,Ex,BuiltIn,RFn,Y,No value,No value,ConLD,Normal,85,7,5,0,3,0,4,7,1,2
364,1680,1972,2007,162,483,483,504,987,264,250,0,37.0,37,3441.0,0,2,118000,RM,No value,Reg,Lvl,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,ALQ,Gd,Y,SBrkr,Gd,No value,Detchd,Unf,Y,No value,No value,WD,Normal,160,6,8,0,1,1,2,5,0,1
365,18800,1976,1976,712,796,790,784,1574,566,306,111,30.0,30,21060.0,1,3,190000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,TA,Y,SBrkr,TA,TA,Attchd,Fin,Y,No value,No value,WD,Normal,60,6,5,1,2,1,3,6,1,2
